fdc_id,amount,measure_unit,modifier,gram_weight
171134,4.0,,oz,113.0
171135,1.0,,drumstick,275.0
171135,3.0,,oz,85.0
171136,4.0,,oz,113.0
171136,1.0,,drumstick,337.0
171137,3.0,,oz,85.0
171137,1.0,,thigh,348.0
171138,1.0,,back,1245.0
171138,4.0,,oz,113.0
171139,3.0,,oz,85.0
171139,1.0,,back,949.0
171140,3.0,,oz,85.0
171140,1.0,,piece,181.0
171141,1.0,,cup (8 fl oz),257.0
171141,1.0,,"can (11 oz), undiluted",312.0
171142,1.0,,can 11.5 oz,326.0
171142,0.5,,cup,130.0
171143,1.0,,cup (8 fl oz),263.0
171143,1.0,,can (11.25 oz),319.0
171144,1.0,,cup (8 fl oz),243.0
171144,1.0,,can (19.25 oz),546.0
171145,1.0,,cup,245.0
171146,1.0,,can (10.75 oz),305.0
171146,0.5,,cup (4 fl oz),126.0
171147,0.5,,cup (4 fl oz),126.0
171147,1.0,,can (10.75 oz),305.0
171148,1.0,,cup,243.0
171148,1.0,,can,530.0
171149,0.5,,cup,121.0
171149,1.0,,can (10.7 oz),303.0
171150,1.0,,cup (8 fl oz),263.0
171150,1.0,,can (11.25 oz),319.0
171151,1.0,,cup (8 fl oz),240.0
171151,1.0,,can (19 oz),539.0
171152,0.5,,cup (4 fl oz),126.0
171152,1.0,,can (10.75 oz),305.0
171153,1.0,,can (10.5 oz),298.0
171153,0.5,,cup (4 fl oz),123.0
171154,1.0,,can (10.75 oz),305.0
171154,0.5,,cup (4 fl oz),126.0
171155,0.5,,cup,126.0
171156,0.5,,cup (4 fl oz),126.0
171156,1.0,,can (10.75 oz),305.0
171157,0.5,,cup (4 fl oz),135.0
171157,1.0,,can (11.5 oz),326.0
171158,0.5,,cup,124.0
171159,1.0,,can,305.0
171159,0.5,,cup,126.0
171160,1.0,,cup (8 fl oz),251.0
171160,1.0,,can (10.75 oz),305.0
171161,0.5,,cup,126.0
171161,1.0,,can (10.5 oz),298.0
171162,1.0,,can (19 oz),539.0
171162,1.0,,cup,245.0
171163,1.0,,can (10.75 oz),305.0
171163,0.5,,cup,126.0
171164,0.5,,cup,123.0
171164,1.0,,can (10.5 oz),298.0
171165,1.0,,serving 1 tbsp,7.5
171165,1.0,,packet,39.0
171166,1.0,,packet,18.0
171167,1.0,,tbsp,18.0
171167,1.0,,fl oz,36.0
171167,1.0,,cup,288.0
171168,1.0,,can,298.0
171168,0.25,,cup,59.0
171169,1.0,,tsp,3.0
171170,1.0,,can,298.0
171170,1.0,,cup,238.0
171171,1.0,,cup (8 fl oz),21.0
171172,1.0,,cup (8 fl oz),24.0
171173,1.0,,serving,6.7
171174,0.5,,cup,103.0
171175,1.0,,can (10.75 oz),305.0
171175,0.5,,cup (4 fl oz),126.0
171176,1.0,,fl oz,31.0
171176,1.0,,serving 1 cup,248.0
171177,1.0,,packet,5.8
171177,1.0,,package without flavor packet,81.0
171178,1.0,,can 10.7 oz (10.75 oz),303.0
171178,1.0,,serving 1/2 cup,121.0
171179,1.0,,cup,213.0
171179,1.0,,can 14.5 oz,413.0
171179,1.0,,carton 32 oz,925.0
171180,1.0,,cup,220.0
171180,1.0,,carton 32 oz,928.0
171181,10.0,,oz 1 pouch,283.0
171182,10.0,,oz 1 pouch,283.0
171183,10.0,,oz 1 pouch,283.0
171184,10.0,,oz 1 pouch,283.0
171185,0.25,,cup,60.0
171186,1.0,,tsp,6.5
171187,1.0,,tsp,6.9
171188,1.0,,tsp,6.2
171189,1.0,,package yields,292.0
171189,1.0,,serving,292.0
171190,1.0,,can,528.0
171190,1.0,,cup,250.0
171191,0.25,,cup,63.0
171192,1.0,,serving 1/2 cup,132.0
171193,1.0,,piece,429.0
171193,4.0,,oz,113.0
171194,4.0,,oz,113.0
171194,1.0,,piece,340.0
171195,1.0,,piece,331.0
171195,4.0,,oz,113.0
171196,1.0,,steak,307.0
171196,3.0,,oz,85.0
171197,1.0,,steak,309.0
171197,3.0,,oz,85.0
171198,3.0,,oz,85.0
171198,1.0,,roast,793.0
171199,3.0,,oz,85.0
171199,1.0,,roast,779.0
171200,3.0,,oz,85.0
171200,1.0,,roast,787.0
171201,1.0,,steak,141.0
171201,3.0,,oz,85.0
171202,4.0,,oz,113.0
171202,1.0,,steak,198.0
171203,3.0,,oz,85.0
171203,1.0,,lb,453.6
171204,3.0,,oz,85.0
171205,3.0,,oz,85.0
171206,4.0,,oz,113.0
171207,3.0,,oz,85.0
171208,3.0,,oz,85.0
171209,1.0,,steak,291.0
171209,3.0,,oz,85.0
171210,3.0,,oz,85.0
171210,1.0,,roast,2044.0
171211,3.0,,oz,85.0
171211,1.0,,steak,356.0
171212,3.0,,oz,85.0
171212,1.0,,steak,349.0
171213,4.0,,oz,113.0
171213,1.0,,steak,473.0
171214,1.0,,steak,483.0
171214,4.0,,oz,113.0
171215,1.0,,roast,586.0
171215,3.0,,oz,85.0
171216,3.0,,oz,85.0
171216,1.0,,roast,645.0
171217,3.0,,oz,85.0
171217,1.0,,steak,449.0
171218,3.0,,oz,85.0
171218,1.0,,steak,445.0
171219,3.0,,oz,85.0
171219,1.0,,steak,454.0
171220,1.0,,steak,204.0
171220,4.0,,oz,113.0
171221,1.0,,steak,191.0
171221,4.0,,oz,113.0
171222,3.0,,oz,85.0
171222,1.0,,piece,289.0
171223,3.0,,oz,85.0
171223,1.0,,piece,272.0
171224,3.0,,oz,85.0
171224,1.0,,roast,787.0
171225,1.0,,roast,793.0
171225,3.0,,oz,85.0
171226,1.0,,roast,779.0
171226,3.0,,oz,85.0
171227,1.0,,piece,227.0
171227,3.0,,oz,85.0
171228,3.0,,oz,85.0
171228,1.0,,steak,308.0
171229,3.0,,oz,85.0
171229,1.0,,steak,307.0
171230,3.0,,oz,85.0
171230,1.0,,steak,309.0
171231,4.0,,oz,113.0
171231,1.0,,steak,384.0
171232,3.0,,oz,85.0
171232,1.0,,steak,281.0
171233,3.0,,oz,85.0
171233,1.0,,steak,306.0
171234,1.0,,roast,2627.0
171234,1.0,,steak,462.0
171234,4.0,,oz,113.0
171235,1.0,,roast,2674.0
171235,4.0,,oz,113.0
171235,1.0,,steak,456.0
171236,3.0,,oz,85.0
171236,1.0,,steak,381.0
171237,3.0,,oz,85.0
171237,1.0,,steak,378.0
171238,3.0,,oz,85.0
171238,1.0,,steak,385.0
171239,3.0,,oz,85.0
171239,1.0,,roast,1601.0
171240,1.0,,oz,28.35
171240,1.0,,package (8 oz),227.0
171241,1.0,,oz,28.35
171241,1.0,,package (7 oz),198.0
171242,1.0,,cubic inch,15.0
171242,1.0,,oz,28.35
171242,1.0,,"cup, shredded",108.0
171242,1.0,,slice (1 oz),28.0
171242,1.0,,"cup, diced",132.0
171242,1.0,,package (6 oz),170.0
171243,1.0,,cup,134.0
171243,1.0,,box,113.0
171243,1.0,,package (8 oz),227.0
171243,1.0,,oz,28.35
171243,1.0,,cubic inch,18.0
171244,1.0,,oz,28.35
171244,1.0,,"cup, diced",132.0
171244,1.0,,slice (1 oz),28.0
171244,1.0,,cubic inch,18.0
171244,1.0,,"cup, shredded",113.0
171245,1.0,,oz,28.35
171245,1.0,,slice (1 oz),28.0
171245,1.0,,"cup, shredded",113.0
171245,1.0,,package (6 oz),170.0
171245,1.0,,cubic inch,18.0
171245,1.0,,"cup, diced",132.0
171246,1.0,,oz,28.35
171246,1.0,,package (3 oz),85.0
171247,1.0,,oz,28.35
171247,1.0,,cup,100.0
171247,1.0,,tbsp,5.0
171248,0.5,,cup,124.0
171248,1.0,,cup,246.0
171248,1.0,,oz,28.35
171249,5.0,,package (5 oz),142.0
171249,1.0,,oz,28.35
171250,1.0,,package (3 oz),85.0
171250,1.0,,oz,28.35
171251,1.0,,"cup, melted",244.0
171251,1.0,,"cup, shredded",108.0
171251,1.0,,cubic inch,15.0
171251,1.0,,oz,28.35
171251,1.0,,"cup, diced",132.0
171251,1.0,,slice (1 oz),28.0
171252,1.0,,package (8 oz),227.0
171252,1.0,,oz,28.35
171252,1.0,,cup,113.0
171252,1.0,,slice (3/4 oz),21.0
171253,1.0,,package (8 oz),227.0
171253,1.0,,oz,28.35
171254,1.0,,cubic inch,18.0
171254,1.0,,jar (5 oz),128.0
171254,1.0,,cup,244.0
171254,1.0,,slice,34.0
171254,1.0,,"cup, diced",140.0
171254,1.0,,jar (5 oz),142.0
171254,1.0,,"slice, thin",14.0
171255,1.0,,tbsp,15.0
171255,1.0,,cup,242.0
171255,1.0,,"container, individual (.5 fl oz)",15.0
171255,1.0,,fl oz,30.2
171256,1.0,,tbsp,15.0
171256,1.0,,cup,242.0
171257,1.0,,tbsp,12.0
171257,1.0,,cup,230.0
171258,1.0,,cup,254.0
171258,1.0,,quart,1016.0
171258,1.0,,fl oz,31.8
171259,1.0,,cup,235.0
171259,1.0,,tbsp,12.0
171261,1.0,,"container, individual",15.0
171261,0.5,,cup,120.0
171261,1.0,,cup,240.0
171261,1.0,,fl oz,30.0
171262,0.5,,cup,120.0
171262,1.0,,"container, individual",15.0
171263,1.0,,tsp,2.0
171263,1.0,,cup,94.0
171263,1.0,,packet,3.0
171264,1.0,,quart,976.0
171264,1.0,,cup,244.0
171265,1.0,,fl oz,30.5
171265,1.0,,cup,244.0
171265,1.0,,tbsp,15.0
171265,1.0,,quart,976.0
171266,1.0,,cup,244.0
171266,1.0,,quart,976.0
171267,1.0,,quart,976.0
171267,1.0,,cup,244.0
171267,1.0,,fl oz,30.5
171268,1.0,,quart,984.0
171268,1.0,,cup,246.0
171269,1.0,,cup,245.0
171269,1.0,,quart,980.0
171269,1.0,,fl oz,30.6
171270,1.0,,quart,980.0
171270,1.0,,cup,245.0
171270,1.0,,fl oz,30.6
171271,1.0,,quart,984.0
171271,1.0,,cup,246.0
171272,0.33,,cup (makes 1 cup reconstituted milk),23.0
171272,1.0,,envelope (1-1/3 cup),91.0
171272,1.0,,cup,68.0
171273,1.0,,oz,28.35
171273,0.25,,lb,113.0
171274,1.0,,cup,120.0
171274,0.25,,cup,30.0
171274,1.0,,tbsp,6.5
171275,1.0,,fl oz,38.2
171275,1.0,,cup,306.0
171276,1.0,,can (13 oz),369.0
171276,1.0,,fl oz,31.5
171276,0.5,,cup,126.0
171276,1.0,,cup,252.0
171277,1.0,,fl oz,31.2
171277,1.0,,cup,250.0
171278,1.0,,fl oz,30.5
171278,1.0,,quart,976.0
171278,1.0,,cup,244.0
171279,1.0,,cup,246.0
171279,1.0,,fl oz,30.8
171280,1.0,,quart,976.0
171280,1.0,,cup,244.0
171281,1.0,,tbsp,2.9
171281,1.0,,cup,57.0
171282,1.0,,quart,984.0
171282,1.0,,cup,246.0
171283,1.0,,tbsp,7.5
171283,1.0,,cup,145.0
171284,1.0,,container (8 oz),227.0
171284,1.0,,container (6 oz),170.0
171284,0.5,,container (4 oz),113.0
171284,1.0,,cup (8 fl oz),245.0
171285,0.5,,container (4 oz),113.0
171285,1.0,,container (6 oz),170.0
171285,1.0,,cup (8 fl oz),245.0
171285,1.0,,container (8 oz),227.0
171285,1.0,,"container, Dannon Sprinkl'ins (4.1 oz)",116.0
171286,1.0,,container (8 oz),227.0
171286,0.5,,container (4 oz),113.0
171286,1.0,,container (6 oz),170.0
171287,1.0,,cup (4.86 large eggs),243.0
171287,1.0,,medium,44.0
171287,1.0,,extra large,56.0
171287,1.0,,small,38.0
171287,1.0,,jumbo,63.0
171287,1.0,,large,50.0
171288,0.25,,cup shredded,28.0
171289,1.0,,slice (2/3 oz),19.0
171289,1.0,,slice (3/4 oz),21.0
171290,1.0,,slice (1 oz),28.0
171290,1.0,,"cup, shredded",113.0
171290,1.0,,"cup, diced",140.0
171290,1.0,,oz,28.35
171290,1.0,,cubic inch,18.0
171290,1.0,,"cup, melted",244.0
171290,1.0,,slice (3/4 oz),21.0
171291,1.0,,package (8 oz),227.0
171291,1.0,,cup,113.0
171291,1.0,,slice (3/4 oz),21.0
171291,1.0,,oz,28.35
171292,1.0,,slice,21.0
171293,1.0,,medium,298.0
171294,26.0,,pieces,95.0
171295,1.0,,serving,28.0
171296,5.3,,oz,150.0
171297,5.3,,oz,150.0
171298,5.3,,oz,150.0
171299,5.3,,oz,150.0
171300,0.0,,container (4 oz),113.0
171300,1.0,,container (5.3 oz),150.0
171300,1.0,,container (8 oz),227.0
171300,1.0,,"container, Dannon Sprinkl'ins (4.1 oz)",116.0
171300,1.0,,cup (8 fl oz),245.0
171300,1.0,,container (6 oz),170.0
171301,1.0,,bottle,989.0
171301,1.0,,cup,247.0
171302,0.5,,cup,126.0
171302,1.0,,cup,252.0
171302,1.0,,fl oz,31.5
171302,1.0,,can (13 oz),369.0
171303,1.0,,quart,1000.0
171303,1.0,,cup,250.0
171303,1.0,,fl oz,31.2
171315,1.0,,tsp,1.9
171315,1.0,,tbsp,6.0
171316,1.0,,"tbsp, whole",6.7
171316,1.0,,"tsp, whole",2.1
171317,1.0,,"tbsp, leaves",2.1
171317,1.0,,"tsp, leaves",0.7
171317,1.0,,"tbsp, ground",4.5
171317,1.0,,"tsp, ground",1.4
171318,1.0,,tbsp,1.9
171318,1.0,,tsp,0.6
171319,1.0,,tbsp,8.0
171319,1.0,,tsp,2.7
171320,1.0,,tsp,2.6
171320,1.0,,tbsp,7.8
171321,1.0,,tsp,2.1
171321,1.0,,tbsp,6.5
171322,1.0,,tsp,1.0
171322,1.0,,tbsp,3.1
171323,1.0,,"tbsp, whole",5.8
171323,1.0,,"tsp, whole",2.0
171324,1.0,,tsp,3.7
171324,1.0,,tbsp,11.1
171325,1.0,,tbsp,9.7
171325,1.0,,tsp,3.1
171326,1.0,,tbsp,7.0
171326,1.0,,tsp,2.2
171327,1.0,,tbsp,6.9
171327,1.0,,tsp,2.4
171328,1.0,,"tsp, leaves",1.0
171328,1.0,,"tsp, ground",1.8
171329,1.0,,tbsp,6.8
171329,1.0,,tsp,2.3
171330,1.0,,tsp,2.8
171330,1.0,,tbsp,8.8
171331,1.0,,tsp,1.5
171331,1.0,,tbsp,4.4
171332,1.0,,tbsp,5.6
171332,1.0,,tsp,1.7
171333,1.0,,tsp,1.2
171333,1.0,,tbsp,3.3
171334,1.0,,oz,28.35
171334,1.0,,cup,240.0
171334,1.0,,tbsp,15.0
171334,1.0,,jar,170.0
171334,1.0,,jar Heinz Junior-3 (6 oz),170.0
171335,1.0,,tbsp,15.0
171335,1.0,,jar,113.0
171335,1.0,,oz,28.35
171335,1.0,,jar Heinz Strained-2 (4.25 oz),120.0
171335,1.0,,jar Gerber Second Food (4 oz),113.0
171336,1.0,,oz,28.35
171336,1.0,,container,67.0
171336,1.0,,tbsp,17.0
171336,1.0,,jar,95.0
171337,1.0,,jar,95.0
171337,1.0,,oz,28.35
171337,1.0,,tbsp,17.0
171337,1.0,,container,67.0
171338,1.0,,jar Beech-Nut Baby's First (2.5 oz),71.0
171338,1.0,,oz,28.35
171338,1.0,,jar Heinz Beginner-1 (2.5 oz),71.0
171338,1.0,,tbsp,16.0
171338,1.0,,jar,113.0
171338,1.0,,jar Gerber Second Food (4 oz),113.0
171338,1.0,,jar Earth's Best (4.5 oz),113.0
171338,1.0,,jar Heinz Strained-2 (4 oz),113.0
171338,1.0,,jar Gerber First Foods (2.5 oz),71.0
171338,1.0,,jar Beech-Nut Stage I (4 oz),113.0
171339,1.0,,oz,28.35
171339,1.0,,jar,170.0
171340,1.0,,tbsp,15.0
171340,1.0,,jar Gerber First Foods (2.5 oz),71.0
171341,1.0,,jar,113.0
171341,1.0,,oz,28.35
171341,1.0,,tbsp,15.0
171341,1.0,,"jar, Gerber (4 oz)",113.0
171342,1.0,,jar Gerber,128.0
171342,1.0,,oz,28.35
171343,1.0,,jar,113.0
171343,1.0,,oz,28.35
171344,1.0,,jar,170.0
171344,1.0,,oz,28.35
171345,1.0,,jar,113.0
171345,1.0,,oz,28.35
171346,1.0,,oz,28.35
171346,1.0,,jar,170.0
171347,1.0,,jar Gerber Third Foods (6 oz),170.0
171347,1.0,,tbsp,16.0
171347,1.0,,oz,28.35
171347,1.0,,jar,170.0
171348,1.0,,oz,28.35
171348,1.0,,jar,113.0
171349,1.0,,oz,28.35
171349,1.0,,jar Gerber,128.0
171350,1.0,,jar,113.0
171350,1.0,,oz,28.35
171351,1.0,,bottle Beech-Nut Stage 2 (4 fl oz),125.0
171351,1.0,,bottle Gerber Second Foods (4 fl oz),125.0
171351,1.0,,bottle Earth's Best (4.2 fl oz),131.0
171351,1.0,,bottle Heinz Strained (4 fl oz),125.0
171351,1.0,,fl oz,31.2
171351,1.0,,bottle NFS,125.0
171352,1.0,,fl oz,31.2
171352,1.0,,jar,127.0
171353,1.0,,jar,127.0
171353,1.0,,bottle (4 fl oz),125.0
171353,1.0,,fl oz,31.2
171354,1.0,,fl oz,31.2
171354,1.0,,bottle Gerber Second Foods (4 fl oz),125.0
171354,1.0,,jar,127.0
171354,1.0,,bottle Heinz Strained (4 fl oz),125.0
171354,1.0,,bottle Beech-Nut Stage 3 (4 fl oz),125.0
171355,1.0,,fl oz,31.2
171355,1.0,,jar,127.0
171356,1.0,,jar,127.0
171356,1.0,,fl oz,31.2
171357,1.0,,fl oz,31.2
171357,1.0,,jar,127.0
171357,1.0,,bottle (4 fl oz),125.0
171358,1.0,,tbsp,2.4
171358,0.5,,oz,15.0
171359,0.5,,oz,15.0
171360,0.25,,cup,12.2
171360,1.0,,box,223.0
171360,0.5,,oz,15.0
171360,1.0,,tbsp,3.2
171361,1.0,,tbsp,2.5
171361,0.5,,oz,15.0
171361,1.0,,serving,15.0
171362,1.0,,oz,28.35
171362,1.0,,jar,113.0
171363,1.0,,oz,28.35
171363,1.0,,jar,170.0
171364,1.0,,oz,28.35
171364,1.0,,jar,170.0
171365,1.0,,jar,113.0
171365,1.0,,oz,28.35
171366,1.0,,jar,170.0
171366,1.0,,oz,28.35
171367,1.0,,packet (.75 oz),21.0
171367,1.0,,tbsp,5.3
171368,1.0,,cookie,8.0
171369,1.0,,oz,28.35
171369,1.0,,cookie,5.0
171370,1.0,,pretzel,6.0
171370,1.0,,oz,28.35
171371,1.0,,biscuit,7.0
171371,1.0,,oz,28.35
171371,1.0,,biscuit,7.0
171372,1.0,,rusk,10.0
171372,1.0,,piece,7.0
171372,1.0,,oz,28.35
171372,1.0,,"toast, Gerber Zwieback",7.0
171373,1.0,,oz,28.35
171373,1.0,,jar,170.0
171374,1.0,,jar,113.0
171374,1.0,,oz,28.35
171375,1.0,,tbsp,15.0
171375,1.0,,jar,113.0
171375,1.0,,jar Gerber Second Food (4 oz),113.0
171375,1.0,,oz,28.35
171375,1.0,,jar Heinz Strained-2 (4 oz),113.0
171376,1.0,,jar,220.0
171376,1.0,,jar Gerber Third Foods (6 oz),170.0
171376,1.0,,oz,28.35
171376,1.0,,tbsp,15.0
171377,1.0,,oz,28.35
171377,1.0,,jar,170.0
171377,1.0,,jar Heinz Junior-3 (6 oz),170.0
171377,1.0,,tbsp,15.0
171377,1.0,,jar Gerber Third Foods (6 oz),170.0
171378,1.0,,oz,28.35
171378,1.0,,jar,113.0
171379,1.0,,jar,113.0
171379,1.0,,cup,229.0
171379,1.0,,jar Heinz Strained-2 (4 oz),113.0
171379,1.0,,jar Gerber Second Food (4 oz),113.0
171379,1.0,,oz,28.35
171379,1.0,,jar Beech-Nut Stage 2 (4 oz),113.0
171379,1.0,,tbsp,14.0
171380,1.0,,jar Beech-Nut Stage 3 (6 oz),170.0
171380,1.0,,oz,28.35
171380,1.0,,jar Gerber Third Foods (6 oz),170.0
171380,1.0,,cup,229.0
171380,1.0,,tbsp,14.0
171380,1.0,,jar Heinz Junior-3 (6 oz),170.0
171380,1.0,,jar,170.0
171381,1.0,,bottle Gerber Second Foods (4 fl oz),125.0
171381,1.0,,bottle Heinz Strained (4 fl oz),125.0
171381,1.0,,bottle Beech-Nut Stage 2 (4 fl oz),125.0
171381,1.0,,bottle Earth's Best (4.2 fl oz),131.0
171381,1.0,,jar,127.0
171381,1.0,,fl oz,31.2
171382,1.0,,fl oz,31.4
171383,1.0,,fl oz,30.5
171384,1.0,,scoop,8.7
171385,1.0,,fl oz,30.5
171386,1.0,,fl oz,31.4
171387,1.0,,scoop,8.7
171387,1.0,,fl oz,30.5
171388,1.0,,bar,19.0
171389,1.0,,scoop,8.7
171390,5.0,,fl oz,152.0
171390,1.0,,fl oz,30.4
171391,5.0,,fl oz,152.0
171391,1.0,,fl oz,30.4
171392,5.0,,fl oz,152.0
171392,1.0,,fl oz,30.4
171393,5.0,,fl oz,152.0
171393,1.0,,fl oz,30.4
171394,1.0,,fl oz,30.4
171394,5.0,,fl oz,152.0
171395,5.0,,fl oz,153.0
171396,5.0,,fl oz,153.0
171396,1.0,,fl oz,30.4
171397,1.0,,fl oz,30.4
171397,5.0,,fl oz,152.0
171398,18.0,,piece,7.0
171399,1.0,,scoop,9.5
171400,1.0,,tbsp,12.8
171400,1.0,,cup,205.0
171401,1.0,,tbsp,12.8
171401,1.0,,cup,205.0
171402,1.0,,cup,250.0
171402,1.0,,serving (2 tbsp),30.0
171402,1.0,,tbsp,16.0
171403,1.0,,cup,235.0
171403,1.0,,tbsp,14.7
171404,1.0,,serving (2 tbsp),30.0
171404,1.0,,tablespoon,16.0
171404,1.0,,cup,260.0
171405,1.0,,tablespoon,15.0
171405,1.0,,cup,240.0
171406,1.0,,tbsp,15.0
171406,1.0,,cup,240.0
171407,1.0,,cup,240.0
171407,1.0,,tablespoon,15.0
171408,1.0,,tablespoon,14.1
171408,1.0,,cup,225.0
171409,1.0,,cup,245.0
171409,1.0,,tablespoon,15.0
171410,1.0,,tsp,4.5
171410,1.0,,cup,216.0
171410,1.0,,tbsp,13.5
171411,1.0,,tbsp,13.6
171411,1.0,,tsp,4.5
171411,1.0,,cup,218.0
171412,1.0,,cup,218.0
171412,1.0,,tsp,4.5
171412,1.0,,tbsp,13.6
171413,1.0,,tablespoon,13.5
171413,1.0,,tsp,4.5
171413,1.0,,cup,216.0
171414,1.0,,individual packet,12.3
171414,1.0,,cup,250.0
171414,1.0,,tbsp,16.0
171415,1.0,,cup,232.0
171415,1.0,,tsp,4.8
171416,1.0,,tablespoon,14.0
171416,1.0,,cup,220.0
171417,1.0,,tablespoon,16.0
171417,1.0,,cup,250.0
171418,1.0,,cup,220.0
171418,1.0,,tablespoon,13.8
171419,1.0,,cup,220.0
171419,1.0,,tablespoon,14.0
171420,1.0,,cup,256.0
171420,1.0,,tablespoon,16.0
171421,1.0,,tsp,4.5
171421,1.0,,cup,218.0
171421,1.0,,tablespoon,13.6
171422,2.0,,tbsp (1/8 cup),27.0
171422,1.0,,tablespoon,13.6
171422,1.0,,cup,218.0
171423,1.0,,cup,218.0
171423,1.0,,tsp,4.5
171423,1.0,,tablespoon,13.6
171424,1.0,,tablespoon,13.6
171424,1.0,,tsp,4.5
171424,1.0,,cup,218.0
171425,1.0,,tablespoon,13.6
171425,1.0,,cup,218.0
171425,1.0,,tsp,4.5
171426,1.0,,tablespoon,13.6
171426,1.0,,cup,218.0
171426,1.0,,tsp,4.5
171427,1.0,,tablespoon,13.6
171427,1.0,,tsp,4.5
171427,1.0,,cup,218.0
171428,1.0,,tsp,4.5
171428,1.0,,tbsp,13.6
171428,1.0,,cup,218.0
171429,1.0,,cup,218.0
171429,1.0,,tablespoon,13.6
171429,1.0,,tsp,4.5
171430,1.0,,"spray , about 1/3 second (1 NLEA serving)",0.3
171431,1.0,,tbsp (1 NLEA serving),14.0
171432,1.0,,tablespoon (1 NLEA serving),14.0
171433,1.0,,tbsp (1 NLEA serving),14.0
171433,1.0,,cup,214.0
171434,1.0,,tbsp,14.9
171435,1.0,,cup,227.0
171435,1.0,,tablespoon,14.0
171435,1.0,,teaspoon,4.0
171436,1.0,,tbsp,14.0
171437,1.0,,tbsp,14.0
171438,1.0,,teaspoon,4.5
171438,1.0,,tablespoon,14.0
171438,1.0,,cup,218.0
171439,1.0,,teaspoon,4.5
171439,1.0,,cup,218.0
171439,1.0,,tablespoon,13.6
171440,1.0,,tablespoon,13.6
171440,1.0,,teaspoon,4.5
171440,1.0,,cup,218.0
171441,1.0,,tablespoon,13.6
171441,1.0,,cup,218.0
171441,1.0,,teaspoon,4.5
171442,1.0,,tablespoon,13.7
171442,1.0,,cup,219.0
171443,1.0,,cup,232.0
171443,1.0,,tbsp,15.0
171445,3.0,,oz,85.0
171445,1.0,,breast,384.0
171446,1.0,,unit (yield from 1 lb ready-to-cook chicken),225.0
171446,1.0,,chicken,751.0
171446,3.0,,oz,85.0
171447,0.5,,"chicken, bone removed",460.0
171447,1.0,,unit (yield from 1 lb ready-to-cook chicken),276.0
171447,4.0,,oz,113.0
171448,1.0,,unit (yield from 1 lb ready-to-cook chicken),280.0
171448,0.5,,"chicken, bone removed",466.0
171448,3.0,,oz,85.0
171449,3.0,,oz,85.0
171449,0.5,,"chicken, bone removed",314.0
171449,1.0,,unit (yield from 1 lb ready-to-cook chicken),188.0
171450,1.0,,"cup, chopped or diced",140.0
171450,0.5,,unit (yield from 1 lb ready-to-cook chicken),178.0
171450,0.0,,"chicken, bone removed",299.0
171450,3.0,,oz,85.0
171451,1.0,,tbsp,8.7
171451,1.0,,"cup, chopped or diced",140.0
171451,1.0,,unit (yield from 1 lb ready-to-cook chicken),157.0
171452,4.0,,oz,113.0
171452,0.0,,"chicken, skin only",79.0
171452,0.5,,unit (yield from 1 lb ready-to-cook chicken),47.0
171453,3.0,,oz,85.0
171453,0.5,,unit (yield from 1 lb ready-to-cook chicken),114.0
171453,0.0,,"chicken, skin only",190.0
171454,0.5,,"chicken, skin only",56.0
171454,1.0,,unit (yield from 1 lb ready-to-cook chicken),33.0
171455,1.0,,cup chopped or dice,145.0
171455,3.0,,oz,85.0
171456,1.0,,lb,453.0
171456,4.0,,oz,113.0
171457,1.0,,cup chopped or dice,145.0
171458,1.0,,unit (yield from 1 lb ready-to-cook chicken),1.8
171458,1.0,,heart,6.1
171459,1.0,,unit (yield from 1 lb ready-to-cook chicken),113.0
171459,0.5,,"chicken, bone removed",188.0
171460,0.5,,"chicken, bone removed",130.0
171460,1.0,,unit (yield from 1 lb ready-to-cook chicken),78.0
171461,1.0,,unit (yield from 1 lb ready-to-cook chicken),79.0
171461,0.5,,"chicken, bone removed",132.0
171462,1.0,,unit (yield from 1 lb ready-to-cook chicken),90.0
171462,0.5,,"chicken, bone removed",150.0
171463,1.0,,unit (yield from 1 lb ready-to-cook chicken),160.0
171463,0.5,,"chicken, bone removed",266.0
171463,4.0,,oz,113.0
171464,0.5,,"chicken, bone and skin removed",147.0
171464,1.0,,unit (yield from 1 lb ready-to-cook chicken),88.0
171465,1.0,,cup,140.0
171465,1.0,,unit (yield from 1 lb ready-to-cook chicken),64.0
171466,0.5,,"chicken, bone and skin removed",107.0
171466,1.0,,"cup, chopped or diced",140.0
171466,1.0,,unit (yield from 1 lb ready-to-cook chicken),64.0
171467,1.0,,"cup, chopped or diced",140.0
171467,0.5,,"chicken, bone and skin removed",119.0
171467,1.0,,unit (yield from 1 lb ready-to-cook chicken),71.0
171468,0.5,,"chicken, separable fat",52.0
171468,1.0,,tbsp,12.8
171468,1.0,,unit (yield from 1 lb ready-to-cook chicken),32.0
171469,0.5,,"back, bone removed",99.0
171469,1.0,,unit (yield from 1 lb ready-to-cook chicken),59.0
171470,0.5,,"back, bone removed",120.0
171470,1.0,,unit (yield from 1 lb ready-to-cook chicken),72.0
171471,0.5,,"back, bone removed",72.0
171471,1.0,,unit (yield from 1 lb ready-to-cook chicken),44.0
171472,0.0,,"back, bone and skin removed",40.0
171472,3.0,,oz,85.0
171472,0.5,,unit (yield from 1 lb ready-to-cook chicken),24.0
171473,1.0,,unit (yield from 1 lb ready-to-cook chicken),26.0
171473,0.5,,"back, bone and skin removed",42.0
