fdc_id,amount,measure_unit,modifier,gram_weight
168698,3.0,,oz,85.0
168699,1.0,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",338.0
168699,1.0,,roast (yield from raw roast weighing 766g),627.0
168699,3.0,,oz,85.0
168700,1.0,,steak,312.0
168700,4.0,,oz,113.0
168701,4.0,,oz,113.0
168701,1.0,,lb,453.6
168702,3.0,,oz,85.0
168702,1.0,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",333.0
168703,1.0,,lb,453.6
168703,4.0,,oz,113.0
168704,1.0,,roast (yield from 530 g raw meat),417.0
168704,3.0,,oz,85.0
168705,4.0,,oz,113.0
168705,1.0,,lb,453.6
168706,3.0,,oz,85.0
168706,1.0,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",327.0
168707,1.0,,steak,231.0
168707,4.0,,oz,113.0
168708,3.0,,oz,85.0
168708,1.0,,"piece cooked, excluding refuse (yield from 1 lb raw meat with refuse)",283.0
168709,1.0,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",289.0
168709,3.0,,oz,85.0
168710,3.0,,oz,85.0
168710,1.0,,steak (yield from raw steak weighing 492 g),347.0
168710,1.0,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",326.0
168711,1.0,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",283.0
168711,3.0,,oz,85.0
168712,1.0,,lb,453.6
168712,4.0,,oz,113.0
168713,1.0,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",286.0
168713,3.0,,oz,85.0
168714,4.0,,oz,113.0
168714,1.0,,piece,1855.0
168715,1.0,,steak,539.0
168715,4.0,,oz,113.0
168716,1.0,,steak,417.0
168716,3.0,,oz,85.0
168717,4.0,,oz,113.0
168717,1.0,,steak,461.0
168718,3.0,,oz,85.0
168718,1.0,,steak (yield from 270 g raw meat),221.0
168719,4.0,,oz,113.0
168720,3.0,,oz,85.0
168721,4.0,,oz,113.0
168721,1.0,,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 242 g)",227.0
168722,3.0,,oz,85.0
168722,1.0,,steak (yield from 181 g raw meat),140.0
168723,1.0,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",329.0
168723,3.0,,oz,85.0
168724,4.0,,oz,113.0
168724,1.0,,steak (yield from 1 raw steak weighing149g),149.0
168724,1.0,,lb,453.6
168725,1.0,,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 154 g)",104.0
168725,1.0,,steak (yield from 1 raw steak weighing 151g),119.0
168725,3.0,,oz,85.0
168726,1.0,,steak,608.0
168726,4.0,,oz,113.0
168727,1.0,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",306.0
168727,3.0,,oz,85.0
168728,1.0,,lb,453.6
168728,4.0,,oz,113.0
168729,1.0,,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",306.0
168729,3.0,,oz,85.0
168730,3.0,,oz,85.0
168731,3.0,,oz ( 1 serving ),85.0
168732,3.0,,oz,85.0
168733,1.0,,steak (yield from 475 g raw meat),383.0
168733,3.0,,oz,85.0
168734,1.0,,roast,261.0
168734,4.0,,oz,113.0
168735,1.0,,roast (yield from 714 g raw meat),591.0
168735,3.0,,oz,85.0
168736,4.0,,oz,113.0
168736,1.0,,roast,271.0
168737,1.0,,roast (yield from 666 g raw meat),547.0
168737,3.0,,oz,85.0
168738,3.0,,oz,85.0
168739,3.0,,oz,85.0
168740,3.0,,oz,85.0
168740,1.0,,steak (yield from 396 g raw meat),284.0
168741,1.0,,steak (yield from 368 g meat),269.0
168741,3.0,,oz,85.0
168742,1.0,,roast,1327.0
168742,4.0,,oz,113.0
168743,1.0,,piece,1780.0
168743,4.0,,oz,113.0
168744,3.0,,oz,85.0
168745,3.0,,oz,85.0
168746,1.0,,can,356.0
168746,1.0,,fl oz,29.7
168747,12.0,,fl oz,357.0
168747,1.0,,fl oz,29.8
168748,1.0,,fl oz,29.5
168748,12.0,,fl oz,355.0
168749,1.0,,can or bottle (12 fl oz),354.0
168749,1.0,,fl oz,29.5
168750,1.0,,"can (6.8 fl oz, 200 ml)",222.0
168750,1.0,,fl oz,32.6
168751,1.0,,cup,240.0
168751,8.0,,fl oz,240.0
168752,1.0,,fl oz,31.4
168752,1.0,,cocktail (4.5 fl oz),141.0
168753,1.0,,"can (6.8 fl oz, 200 ml)",211.0
168753,1.0,,fl oz,31.1
168754,1.0,,bar (1.45 oz),41.0
168754,1.0,,bar (1.55 oz),44.0
168755,1.0,,bar (1.4 oz),40.0
168755,1.0,,bar (1.45 oz),45.0
168755,1.0,,bar (1.55 oz),44.0
168755,1.0,,"bar, miniature",10.0
168755,1.0,,bar (1.65 oz),47.0
168756,1.0,,piece miniature 5 pieces = serving,8.2
168756,1.0,,serving 2.05 oz bar,58.0
168756,1.0,,bar fun size,17.0
168756,1.0,,bar king size,103.0
168757,1.0,,bar 1.4 oz,39.0
168758,1.0,,serving,40.0
168758,2.0,,tbsp,42.0
168758,1.0,,cup,340.0
168759,1.0,,package 1.9 oz,53.0
168759,1.0,,bar snack size,19.0
168760,1.0,,bar (1.75 oz),49.0
168760,1.0,,bar (2.6 oz),73.0
168761,1.0,,bar (1.5 oz),43.0
168761,1.0,,"bar, miniature",21.0
168761,1.0,,serving 1.5 oz bar,43.0
168762,2.0,,tbsp,24.0
168762,1.0,,serving 4 fun size bars,41.0
168762,1.0,,bar 0.5 oz,14.2
168762,1.0,,bar 1.55 oz,44.0
168763,1.0,,miniature,7.0
168763,1.0,,package 0.6 oz 1 cup,17.0
168763,1.0,,package 1.6 oz 2 cups,45.0
168764,1.0,,package (1.6 oz),46.0
168764,10.0,,pieces,8.0
168764,0.25,,cup,47.0
168764,1.0,,package 1.63 oz,46.0
168765,1.0,,package 1 package,48.0
168765,7.0,,pieces,42.0
168766,1.0,,piece,8.4
168766,1.0,,serving 5 mints,42.0
168767,1.0,,serving 2 fun size bars,28.0
168767,1.0,,serving 2.13 oz bar,60.0
168768,1.0,,package (2 oz),57.0
168768,1.0,,"package (2.06 oz, 2 bars)",58.0
168768,1.0,,package (11 oz),312.0
168768,1.0,,"package, king size (3.35 oz, 4 bars)",95.0
168769,1.0,,"package (1.89 oz, 2 bars)",54.0
168769,1.0,,package (9.43 oz),267.0
168769,1.0,,package (1.77 oz),50.0
168769,1.0,,"package (2.06 oz, 2 bars)",58.0
168770,1.0,,bar 1.7 oz,48.0
168771,10.0,,Chiclets,16.0
168771,1.0,,block,8.0
168771,1.0,,stick,3.0
168772,1.0,,package (3 oz),85.0
168772,1.0,,"portion, amount to make 1/2 cup",21.0
168773,0.5,,cup,141.0
168774,1.0,,tbsp,5.0
168775,1.0,,"portion, amount to make 1/2 cup",21.0
168775,1.0,,package (3 oz),85.0
168776,15.0,,pieces,39.0
168777,0.5,,cup,202.0
168777,1.0,,recipe yield,808.0
168778,1.0,,"container refrigerated, 4 oz",108.0
168778,1.0,,"container shelf stable, 3.5 oz",98.0
168778,1.0,,oz,28.35
168779,1.0,,"portion, amount to make 1/2 cup",25.0
168779,1.0,,package (3.5 oz),99.0
168780,0.5,,cup,128.0
168781,1.0,,package yield (2 cups),587.0
168781,0.5,,cup,147.0
168782,1.0,,cup,172.0
168782,0.5,,cup,92.0
168782,1.0,,oz,28.35
168782,1.0,,serving 4 oz pudding cup,113.0
168782,1.0,,can (5 oz),142.0
168783,1.0,,"portion, amount to make 1/2 cup",27.0
168783,1.0,,package,106.0
168784,1.0,,package (3.5 oz),99.0
168784,1.0,,"portion, amount to make 1/2 cup",25.0
168785,0.5,,cup,142.0
168785,1.0,,package yield (2 cups),569.0
168786,1.0,,serving,8.0
168786,1.0,,package,32.0
168787,0.5,,cup,141.0
168788,0.5,,cup,128.0
168789,0.0,,cup,142.0
168790,0.0,,cup,142.0
168791,1.0,,piece,39.0
168791,1.0,,recipe yield,907.0
168792,1.0,,tbsp,10.8
168792,1.0,,package (1.5 oz),43.0
168794,1.0,,package (0.35 oz),9.9
168795,2.0,,tbsp creamy,41.0
168796,0.0,,cup,141.0
168797,1.0,,serving 3.5 oz shelf stable,99.0
168798,1.0,,container refrigerated 4 oz,112.0
168799,1.0,,serving 4 oz,113.0
168800,2.0,,tablespoon,33.0
168801,15.0,,pieces,39.0
168802,1.0,,package,411.0
168802,0.08,,package,34.0
168803,0.08,,package,17.0
168803,1.0,,package,207.0
168804,1.0,,serving 5 pieces,40.0
168804,1.0,,serving 1.30 oz bar,37.0
168805,1.0,,serving 7 pieces,42.0
168805,1.0,,serving 1.3 oz bar,37.0
168806,1.0,,serving 5 pieces,44.0
168807,1.0,,serving 5 pieces,44.0
168808,2.0,,rolls,28.0
168809,1.0,,individual (3.5 fl oz),58.0
168809,0.5,,cup (4 fl oz),66.0
168810,1.0,,individual (3.5 fl oz),58.0
168810,0.5,,cup (4 fl oz),66.0
168811,1.0,,pouch,26.0
168812,0.5,,cup,116.0
168812,1.0,,fl oz,29.0
168813,1.0,,serving 1.75 fl oz pop,52.0
168814,1.0,,serving 1.6 oz bag,47.0
168815,0.5,,cup,72.0
168816,1.0,,cup,282.0
168816,1.0,,serving,17.0
168816,1.0,,tbsp,17.0
168817,1.0,,oz,28.35
168818,1.0,,serving 1.76 oz bar,50.0
168819,1.0,,cup,320.0
168819,1.0,,tbsp,20.0
168819,1.0,,serving,20.0
168819,1.0,,package (0.5 oz),14.0
168820,1.0,,serving 1 tbsp,20.0
168820,1.0,,cup,337.0
168821,1.0,,package (1.75 oz),50.0
168822,1.0,,can (21 oz),595.0
168822,1.0,,serving,85.0
168822,0.12,,can,74.0
168823,1.0,,serving 2.07 oz pack,59.0
168823,1.0,,serving fun size (8 chews),40.0
168823,1.0,,piece,5.0
168824,1.0,,can (21 oz),595.0
168824,0.12,,can,74.0
168825,0.5,,cup,127.0
168826,1.0,,package (3.5 oz),99.0
168826,1.0,,"portion, amount to make 1/2 cup",25.0
168827,0.5,,cup,147.0
168827,1.0,,package yield (2 cups),587.0
168828,1.0,,"portion, amount to make 1/2 cup",25.0
168828,1.0,,package (3.12 oz),88.0
168829,1.0,,package yield (2 cups),559.0
168829,0.5,,cup,140.0
168830,0.5,,cup,147.0
168830,1.0,,package yield (2 cups),587.0
168831,1.0,,package (3 oz),85.0
168831,1.0,,"portion, amount to make 1/2 cup",21.0
168832,0.5,,cup,127.0
168833,1.0,,cup packed,220.0
168833,1.0,,tsp packed,4.6
168833,1.0,,cup unpacked,145.0
168833,1.0,,tsp unpacked,3.0
168833,1.0,,tsp brownulated,3.2
168834,2.0,,tbsp,35.0
168835,2.0,,tbsp,38.0
168835,1.0,,cup,304.0
168836,1.0,,cup,328.0
168836,1.0,,tbsp,20.0
168837,1.0,,tbsp,22.0
168837,1.0,,cup,341.0
168838,1.0,,cup,315.0
168838,1.0,,tbsp,20.0
168838,1.0,,serving 1/4 cup,83.0
168839,1.0,,cup,316.0
168839,1.0,,tbsp,20.0
168840,1.0,,serving fun size bag,20.0
168840,1.0,,serving 2.1 oz bag,62.0
168841,2.0,,tbsp,41.0
168842,1.0,,serving 1.80 oz bag,51.0
168843,1.0,,serving 2.17 oz pack,62.0
168843,1.0,,package fun size,20.0
168843,1.0,,cup,205.0
168843,10.0,,pieces,10.7
168844,2.0,,tablespoon,33.0
168845,2.0,,tablespoon,33.0
168846,1.0,,piece,11.0
168847,0.5,,cup (4 fl oz),99.0
168848,0.5,,cup (4 fl oz),72.0
168849,1.0,,oz,28.35
168849,1.5,,oz,42.0
168849,3.0,,oz,85.0
168850,1.0,,oz,28.35
168850,1.0,,stick,20.0
168851,0.5,,oz,14.2
168851,1.0,,oz,28.35
168852,2.0,,tablespoon,33.0
168853,16.0,,chips,26.0
168853,1.0,,oz,28.35
168853,1.0,,oz,28.0
168853,1.0,,can (7 oz),198.0
168854,1.0,,oz,28.35
168854,0.5,,cup,18.0
168855,1.0,,cake,9.0
168855,2.0,,cakes,18.0
168856,1.0,,oz,28.35
168856,2.0,,oz,57.0
168857,2.0,,cakes,18.0
168857,1.0,,cake,9.0
168858,1.0,,oz,28.35
168858,1.0,,bag (6 oz),170.0
168859,1.0,,oz,28.35
168860,1.0,,oz,28.35
168862,1.0,,bar,38.0
168862,1.0,,bar,37.0
168862,1.0,,bar,37.0
168863,1.0,,oz,28.35
168864,1.0,,oz,28.35
168865,1.0,,oz,28.35
168865,10.0,,chips,23.0
168866,1.0,,"portion, amount to make 1/2 cup",25.0
168866,1.0,,package (3.5 oz),99.0
168867,1.0,,cup,157.0
168868,1.0,,cup,122.0
168869,1.0,,cup,170.0
168870,1.0,,cup,138.0
168871,1.0,,cup,174.0
168872,1.0,,cup,94.0
168873,1.0,,cup,219.0
168874,1.0,,cup,170.0
168875,1.0,,cup,195.0
168876,0.25,,cup,48.0
168877,1.0,,cup,185.0
168878,1.0,,cup,158.0
168879,1.0,,cup,195.0
168880,1.0,,cup,186.0
168881,1.0,,cup,200.0
168882,1.0,,cup,186.0
168883,1.0,,cup,185.0
168884,1.0,,cup,169.0
168885,1.0,,cup,128.0
168886,1.0,,cup,102.0
168887,1.0,,cup,102.0
168888,1.0,,cup,130.0
168889,1.0,,cup,192.0
168890,1.0,,cup,192.0
168891,1.0,,cup,168.0
168892,1.0,,cup,115.0
168893,1.0,,cup,120.0
168894,1.0,,cup,125.0
168895,1.0,,cup,125.0
168896,1.0,,cup,137.0
168897,1.0,,cup,164.0
168898,1.0,,cup,158.0
168899,1.0,,cup,105.0
168899,2.0,,oz,57.0
168900,1.0,,cup,140.0
168901,2.0,,oz,57.0
168902,2.0,,oz,57.0
168903,1.0,,cup spiral shaped,84.0
168903,2.0,,oz,57.0
168904,1.0,,cup spiral shaped,134.0
168905,0.5,,cup dry,28.0
168905,1.5,,oz,43.0
168906,2.0,,oz,57.0
168907,1.0,,cup,114.0
168908,2.0,,oz,57.0
168909,1.0,,cup,176.0
168910,1.0,,cup farfalle,107.0
168910,1.0,,cup spaghetti not packed,117.0
168910,1.0,,cup penne,97.0
168910,1.0,,cup spaghetti packed,151.0
168910,1.0,,cup elbows,117.0
168910,1.0,,cup lasagne,116.0
168910,1.0,,cup shells,105.0
168910,1.0,,cup rotini,107.0
168911,2.0,,oz,57.0
168912,1.0,,cup,140.0
168913,1.0,,"cup unsifted, dipped",137.0
168914,1.0,,cup,176.0
168915,1.0,,cup shells,64.0
168915,1.0,,cup lasagne,90.0
168915,1.0,,cup elbows,122.0
168915,1.0,,cup penne,95.0
168915,1.0,,cup farfalle,81.0
168915,1.0,,cup rotini,96.0
168915,1.0,,cup spaghetti,91.0
168916,1.0,,cup farfalle,107.0
168916,1.0,,cup rotini,107.0
168916,1.0,,cup elbows not packed,117.0
168916,1.0,,cup spaghetti packed,151.0
168916,1.0,,cup shells,105.0
168916,1.0,,cup penne,97.0
168916,1.0,,cup lasagne,116.0
168916,1.0,,cup spaghetti not packed,116.0
168917,1.0,,cup,185.0
168918,1.0,,cup,252.0
168919,1.0,,cup,160.0
168920,1.0,,cup,166.0
168921,1.0,,tbsp,6.9
168922,1.0,,cup,157.0
168923,1.0,,cup,122.0
168924,1.0,,cup,170.0
168925,1.0,,cup,138.0
168926,1.0,,cup,160.0
168927,1.0,,cup rotini,96.0
168927,2.0,,oz,57.0
168927,1.0,,cup lasagna,90.0
168927,1.0,,cup farfalle,81.0
168927,1.0,,cup shells,64.0
168927,1.0,,cup elbows,122.0
168927,1.0,,cup spaghetti,91.0
168927,1.0,,cup penne,95.0
168928,1.0,,cup penne,107.0
168928,1.0,,cup farfalle,107.0
168928,1.0,,cup elbows packed,132.0
168928,1.0,,cup spaghetti packed,151.0
168928,1.0,,cup shells,105.0
168928,1.0,,cup rotini,107.0
168928,1.0,,cup elbows not packed,120.0
168928,1.0,,cup lasagne,116.0
168928,1.0,,cup spaghetti not packed,124.0
168929,1.0,,cup,157.0
168930,1.0,,cup,186.0
168931,1.0,,cup,200.0
168932,1.0,,cup,205.0
168933,1.0,,cup,167.0
168934,1.0,,cup,140.0
168935,1.0,,cup,158.0
168936,1.0,,cup,125.0
168937,2.0,,oz,57.0
168943,1.0,,cup,121.0
168945,3.0,,oz,85.0
168946,3.0,,oz,85.0
168947,3.0,,oz,85.0
168948,3.0,,oz,85.0
168949,1.0,,tbsp,9.0
168949,0.33,,cup,61.0
168950,1.0,,cup,247.0
168951,0.33,,cup,68.0
168951,1.0,,tbsp,9.6
168952,1.0,,cup,238.0
168953,1.0,,package,123.0
168953,1.0,,packet,51.0
168954,1.0,,packet,44.0
168954,1.0,,package,122.0
168955,1.0,,packet,79.0
168955,1.0,,package,141.0
168956,1.0,,serving (2 oz),57.0
168957,1.0,,serving 6 rolls,80.0
168958,1.0,,packet,42.0
168958,1.0,,package,117.0
168959,0.5,,cup,70.0
168959,0.33,,cup,56.0
168959,1.0,,tbsp,8.8
168960,1.0,,cup 1 serving,237.0
168961,1.0,,thigh with bone and breading,133.0
168962,1.0,,piece turnover 1 serving,127.0
168963,1.0,,piece turnover 1 serving,127.0
168964,1.0,,cup,191.0
168965,1.0,,patty,63.0
168966,1.0,,scoop,8.7
168967,1.0,,scoop,8.7
168968,1.0,,fl oz,31.4
168969,1.0,,fl oz,31.4
168970,1.0,,scoop,9.0
168971,1.0,,scoop,9.6
168972,1.0,,scoop,9.4
168973,1.0,,scoop,9.4
168974,5.0,,fl oz,152.0
168974,1.0,,fl oz,30.4
168975,4.0,,tbsp,18.0
168982,1.0,,cup,157.0
168994,1.0,,shoot,19.0
168995,1.0,,leaf,0.9
168996,1.0,,bulb,14.0
168997,1.0,,cup,130.0
168998,1.0,,cup,127.0
168999,1.0,,cup,154.0
169004,1.0,,piece,19.0
169004,1.0,,piece,28.0
169005,1.0,,oz,28.35
169006,8.0,,oz,227.0
169007,4.0,,oz,113.0
169008,1.0,,serving,206.0
169009,1.0,,serving,164.0
169010,1.0,,cup,124.0
169010,1.0,,serving,180.0
169011,1.0,,serving,289.0
169011,1.0,,piece,32.0
169012,1.0,,piece,35.0
169012,1.0,,serving (3 pieces),99.0
169013,1.0,,piece,41.0
169013,1.0,,serving,141.0
169014,1.0,,serving,176.0
169015,1.0,,piece,31.0
169015,1.0,,serving,245.0
169016,1.0,,serving,166.0
169017,1.0,,serving,250.0
169018,1.0,,cup,136.0
169018,1.0,,serving,182.0
169019,1.0,,serving,225.0
169020,1.0,,serving,76.0
169021,1.0,,serving,261.0
169022,1.0,,serving,194.0
169023,1.0,,serving,91.0
169024,1.0,,serving,201.0
169025,1.0,,cup,94.0
169025,1.0,,serving,124.0
169026,1.0,,serving,108.0
169027,1.0,,serving,259.0
169028,1.0,,serving,182.0
169028,1.0,,cup,136.0
169029,1.0,,serving,565.0
169029,1.0,,cup,134.0
169030,1.0,,serving,437.0
169031,1.0,,cup,114.0
169032,1.0,,cup,135.0
169033,1.0,,serving,510.0
169034,1.0,,serving 1 quesadilla,203.0
169035,1.0,,quesadilla 8-10 inch diameter,194.0
169035,3.0,,quesadilla 5-6 inch diameter,279.0
169035,1.0,,serving serving size varied on diameter and count of quesadila,205.0
169036,1.0,,serving varied from 8 to 10 ravioli per serving,365.0
169037,1.0,,serving varied from 7-9 ravioli per serving,454.0
169038,1.0,,serving serving size varied by diameter and count of raviloi,427.0
169039,0.75,,cup (1 NLEA serving),30.0
169040,1.0,,cup,57.0
169040,2.0,,biscuits (1 NLEA serving),35.0
169041,0.75,,cup (1 NLEA serving),55.0
169042,1.0,,bottle NFS,246.0
169042,1.0,,fl oz,30.8
169043,1.0,,bottle NFS,246.0
169043,1.0,,fl oz,30.8
169044,1.0,,drink box (8.45 fl oz),263.0
169044,1.0,,cup,249.0
169044,1.0,,fl oz,31.1
169045,1.0,,oz,28.35
169046,10.0,,chips,12.0
169046,1.0,,cup,34.0
169047,1.0,,cookie,1.7
169048,1.0,,tbsp,3.7
169049,1.0,,jar Gerber Second Food (4 oz),113.0
169049,1.0,,tbsp,14.0
169050,1.0,,cubic inch,18.0
169050,1.0,,slice,28.0
169050,1.0,,"cup, shredded",113.0
169051,1.0,,"cup, shredded",113.0
169052,1.0,,tablespoon,14.0
169053,1.0,,tablespoon,14.0
169054,1.0,,jar NFS,113.0
169054,1.0,,tbsp,16.0
169054,1.0,,"jar, Gerber (4 oz)",113.0
169054,1.0,,jar Beech-Nut Stage 2 (4 oz),113.0
169055,1.0,,tbsp,14.7
169055,1.0,,serving (2 tbsp),30.0
169055,1.0,,cup,235.0
169056,1.0,,tbsp,19.0
169056,1.0,,cup,289.0
169057,1.0,,tbsp,15.0
169057,1.0,,cup,245.0
169058,1.0,,cup,224.0
169058,1.0,,tbsp,14.0
169059,1.0,,piece,14.0
169060,1.0,,piece,14.0
169061,1.0,,piece,5.0
169061,1.0,,cup,182.0
169062,1.0,,cup,264.0
169062,1.0,,serving,85.0
169063,1.0,,bar,43.0
169064,1.0,,large,143.0
169064,1.0,,medium,115.0
169064,1.0,,small,62.0
169065,1.0,,cup,253.0
169066,1.0,,"slice, thin",14.0
169067,1.0,,cup,144.0
169068,1.0,,fillet,85.0
169069,1.0,,tbsp,15.0
169070,1.0,,tsp,4.9
169070,1.0,,fl oz,29.0
169071,1.0,,fl oz,29.5
169071,1.0,,serving 5 fl oz,148.0
169072,1.0,,serving 1 packet SUGAR TWIN,0.8
169072,1.0,,serving 1 packet,1.0
169073,1.0,,envelope,37.0
169073,1.0,,tbsp,7.4
169074,1.0,,cup,245.0
169075,0.67,,cup (1 NLEA serving),55.0
169076,1.0,,cup,122.0
169077,1.0,,cup (1 NLEA serving),55.0
169078,1.0,,cup,226.0
169078,4.0,,oz,113.0
169079,1.0,,cup,240.0
169079,1.0,,tbsp,15.0
169079,1.0,,"tbsp, whipped",10.0
169080,1.0,,cubic inch,18.0
169080,1.0,,"cup, shredded",113.0
169080,1.0,,"cup, diced",140.0
169080,1.0,,slice (3/4 oz),21.0
169081,1.0,,oz,28.35
169081,1.0,,cup,240.0
169082,1.0,,cup,22.0
169083,1.0,,cup,225.0
169084,1.0,,cup,180.0
169085,1.0,,cup,182.0
169086,1.0,,cup,190.0
169086,1.0,,fruit without refuse,9.6
169087,1.0,,fruit,2.5
169088,1.0,,"cup, unthawed",147.0
169089,1.0,,fruit without refuse,3.2
169090,1.0,,"cup, drained",196.0
169090,1.0,,cup,216.0
169092,1.0,,"melon, small (about 4-1/4"" dia)",441.0
169092,1.0,,"wedge, large (1/8 of large melon)",102.0
169092,1.0,,"wedge, medium (1/8 of medium melon)",69.0
169092,1.0,,"cup, cubes",160.0
169092,1.0,,"cup, diced",156.0
169092,1.0,,"melon, large (about 6-1/2"" dia)",814.0
169092,1.0,,NLEA serving,134.0
169092,1.0,,"melon, medium (about 5"" dia)",552.0
169092,1.0,,"cup, balls",177.0
169092,1.0,,"wedge, small (1/8 of small melon)",55.0
169092,10.0,,cantaloupe balls,138.0
169093,1.0,,melon,1640.0
169093,1.0,,"cup, cubes",170.0
169093,0.1,,fruit,164.0
169094,1.0,,tbsp,8.4
169094,1.0,,large,4.4
169094,1.0,,small,3.2
169095,1.0,,super colossal,15.0
169095,1.0,,jumbo,8.3
169096,1.0,,olive,2.7
169097,1.0,,"small (2-3/8"" dia)",96.0
169097,1.0,,"large (3-1/16"" dia)",184.0
169097,1.0,,"cup, sections",180.0
169097,1.0,,"fruit (2-5/8"" dia)",131.0
169098,1.0,,fl oz,31.0
169098,1.0,,fruit yields,86.0
169098,1.0,,cup,248.0
169099,1.0,,drink box (8.45 fl oz),263.0
169099,1.0,,cup,249.0
169099,1.0,,fl oz,31.1
169100,1.0,,fl oz,31.1
169100,1.0,,cup,249.0
169101,1.0,,cup,249.0
169101,1.0,,fl oz,31.1
169102,1.0,,cup,249.0
169102,1.0,,fl oz,31.1
169103,1.0,,tbsp,6.0
169103,1.0,,tsp,2.0
169104,1.0,,cup,247.0
169104,1.0,,fl oz,30.9
169105,1.0,,"medium (2-1/2"" dia)",88.0
169105,1.0,,"small (2-1/4"" dia)",76.0
169105,1.0,,"large (2-3/4"" dia)",120.0
169105,1.0,,"cup, sections",195.0
169105,1.0,,NLEA serving,109.0
169106,1.0,,cup,249.0
169107,1.0,,cup,250.0
169107,1.0,,fl oz,31.2
169108,1.0,,fruit without refuse,18.0
169108,1.0,,cup,236.0
169109,1.0,,fl oz,30.9
169109,1.0,,cup,247.0
169110,1.0,,cup,247.0
169110,1.0,,fl oz,30.9
169111,1.0,,"cup, halves or slices",251.0
169111,1.0,,"half, with liquid",98.0
169112,1.0,,"half, with liquid",98.0
169112,1.0,,cup,262.0
169113,1.0,,"cup, halves or slices",262.0
169114,1.0,,"cup, whole",242.0
169115,1.0,,cup,270.0
169116,1.0,,"cup, thawed",250.0
169116,1.0,,package (10 oz),284.0
169116,10.0,,slices,155.0
169117,1.0,,cup,258.0
169118,1.0,,medium,178.0
169118,1.0,,large,230.0
169118,1.0,,NLEA serving,166.0
169118,1.0,,"cup, cubes",161.0
169118,1.0,,small,148.0
169118,1.0,,"cup, slices",140.0
169119,1.0,,"half, with liquid",76.0
169119,1.0,,"cup, halves",244.0
169120,1.0,,"half, with liquid",79.0
169120,1.0,,"cup, halves",266.0
169121,10.0,,halves,175.0
169121,1.0,,"cup, halves",180.0
169121,1.0,,half,18.0
169122,1.0,,"cup, halves",255.0
169123,1.0,,"cup, halves",280.0
169124,1.0,,"slice, thin (3-1/2"" dia x 1/2"" thick)",56.0
169124,1.0,,"slice (4-2/3"" dia x 3/4"" thick)",166.0
169124,1.0,,fruit,905.0
169124,1.0,,"cup, chunks",165.0
169124,1.0,,"slice (3-1/2"" dia x 3/4"" thick)",84.0
169125,1.0,,"cup, crushed, sliced, or chunks",246.0
169125,1.0,,"slice or ring (3"" dia) with liquid",47.0
169126,1.0,,"cup, crushed, sliced, or chunks",249.0
169126,1.0,,"slice or ring (3"" dia) with liquid",47.0
169127,1.0,,"slice or ring (3"" dia) with liquid",48.0
169127,1.0,,"cup, crushed, sliced, or chunks",252.0
169128,1.0,,fl oz,31.2
169128,1.0,,cup,250.0
169129,1.0,,cup,173.0
169129,1.0,,fruit without refuse,7.0
169130,1.0,,plantain,270.0
169130,1.0,,"cup, sliced",148.0
169131,10.0,,slice,105.0
169131,1.0,,cup,139.0
169132,1.0,,"cup, pitted",258.0
169132,1.0,,plum with liquid,46.0
169133,1.0,,"cup, pitted",261.0
169134,1.0,,"pomegranate (4"" dia)",282.0
169134,0.5,,cup arils (seed/juice sacs),87.0
169135,1.0,,cup,170.0
169136,0.5,,cup,124.0
169136,1.0,,can (303 x 406),454.0
169137,1.0,,cup,124.0
169138,1.0,,cup,124.0
169139,1.0,,cup,104.0
169141,1.0,,cup,125.0
169142,1.0,,can total can contents,423.0
169142,1.0,,cup,240.0
169143,1.0,,cup,135.0
169143,10.0,,beans,62.0
169143,1.0,,can (303 x 406),262.0
169144,1.0,,can (303 x 406),439.0
169144,0.5,,cup,114.0
169145,1.0,,"beet (2"" dia)",82.0
169145,1.0,,cup,136.0
169146,2.0,,"beets (2"" dia, sphere)",100.0
169146,0.5,,cup slices,85.0
169147,1.0,,cup,246.0
169148,3.0,,oz,85.0
169148,1.0,,roast whole,1867.0
169149,3.0,,oz,85.0
169150,3.0,,oz (3 oz),85.0
169150,1.0,,roast shank,3204.0
169151,3.0,,oz,85.0
169152,1.0,,lb,453.6
169152,3.0,,oz,85.0
169153,3.0,,oz,85.0
169154,3.0,,oz,85.0
169155,3.0,,oz,85.0
169156,3.0,,oz,85.0
169157,3.0,,oz,117.0
169158,1.0,,slice,366.0
169158,3.0,,oz (3 oz),85.0
169159,1.0,,lb whole,453.6
169159,3.0,,oz whole,85.0
169160,3.0,,oz whole,85.0
169160,1.0,,lb whole,453.6
169161,3.0,,oz,85.0
